class	method	parameters	returns
{LV.AbsTimeConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.AbsTimeConstant}	Delete		
{LV.AbsTimeConstant}	Discon Typedef		Discon Typedef
{LV.AbsTimeConstant}	GetProperty	Index	GetProperty
{LV.AbsTimeConstant}	GetPropertyCallData		GetPropertyCallData
{LV.AbsTimeConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.AbsTimeConstant}	Move	position; owner; duplicate	
{LV.AbsTimeConstant}	ObjHighlight		
{LV.AbsTimeConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.AbsTimeConstant}	Replace	Style; Path; PaletteString	Replace
{LV.AbsTimeConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.AbsTimeConstant}	SetProperty	Index; Value	
{LV.AbsTimeConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.AbsTimeConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.AbsTimeConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.AbsTimeConstant}	Update Typedef		Update Typedef
{LV.AbsTime}	AttachDataSocket	url; mode; enabled	
{LV.AbsTime}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.AbsTime}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.AbsTime}	Create Control Ref		Create Control Ref
{LV.AbsTime}	Create Invoke Node		Create Invoke Node
{LV.AbsTime}	Create Local		Create Local
{LV.AbsTime}	Create Property Node		Create Property Node
{LV.AbsTime}	Delete		
{LV.AbsTime}	Discon Typedef		Discon Typedef
{LV.AbsTime}	Get Image	image depth; bg color	image data
{LV.AbsTime}	Get Term Image	image depth; background color	image data
{LV.AbsTime}	GetProperty	Index	GetProperty
{LV.AbsTime}	GetPropertyCallData		GetPropertyCallData
{LV.AbsTime}	GetTag	TagName	GetTag; Value; isPersistent
{LV.AbsTime}	Move	position; owner; duplicate	
{LV.AbsTime}	ObjHighlight		
{LV.AbsTime}	Reinit To Dflt		
{LV.AbsTime}	RemoveDataSocket		
{LV.AbsTime}	RemoveTag	TagName	RemoveTag; OldValue
{LV.AbsTime}	Replace	Style; Path; PaletteString	Replace
{LV.AbsTime}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.AbsTime}	SetProperty	Index; Value	
{LV.AbsTime}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.AbsTime}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.AbsTime}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.AbsTime}	Update Typedef		Update Typedef
{LV.ActiveXContainer}	AttachDataSocket	url; mode; enabled	
{LV.ActiveXContainer}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ActiveXContainer}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.ActiveXContainer}	Create Control Ref		Create Control Ref
{LV.ActiveXContainer}	Create Invoke Node		Create Invoke Node
{LV.ActiveXContainer}	Create Local		Create Local
{LV.ActiveXContainer}	Create Property Node		Create Property Node
{LV.ActiveXContainer}	Delete		
{LV.ActiveXContainer}	Discon Typedef		Discon Typedef
{LV.ActiveXContainer}	Get Image	image depth; bg color	image data
{LV.ActiveXContainer}	Get Term Image	image depth; background color	image data
{LV.ActiveXContainer}	GetProperty	Index	GetProperty
{LV.ActiveXContainer}	GetPropertyCallData		GetPropertyCallData
{LV.ActiveXContainer}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ActiveXContainer}	Move	position; owner; duplicate	
{LV.ActiveXContainer}	ObjHighlight		
{LV.ActiveXContainer}	Reinit To Dflt		
{LV.ActiveXContainer}	RemoveDataSocket		
{LV.ActiveXContainer}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ActiveXContainer}	Replace	Style; Path; PaletteString	Replace
{LV.ActiveXContainer}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ActiveXContainer}	SetProperty	Index; Value	
{LV.ActiveXContainer}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ActiveXContainer}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ActiveXContainer}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ActiveXContainer}	Update Typedef		Update Typedef
{LV.Application}	.NET.Convert Obj To LV Variant	Object	Convert .NET Object To LV Variant; Err Msg
{LV.Application}	.NET.Convert To .NET Type	Type	Convert To .NET Type; Err Msg
{LV.Application}	Add Password to Cache	Password	
{LV.Application}	Add Probe To Cache	Probe Path	
{LV.Application}	Are Obj Refs Same?	ref 1; ref 2	Are Obj Refs Same?
{LV.Application}	Bring To Front		
{LV.Application}	Browse DataSocket	Selected URL	Selected URL
{LV.Application}	Build Distribution	file list; flags	
{LV.Application}	Build.Application	application path; LLB path; OLE server name; app memory size; lvrt target dialog; shell path; appFlags; axInfo; genNewAXGuids; defaultLang; supportedLangs; Lib Dep Info; Consolidated Types; LEIF Build Data	axInfo
{LV.Application}	CallInternalCmd	XMLTaggedOptStrg; Params	CallInternalCmd
{LV.Application}	Check In Out	vi path; out; sync dates	
{LV.Application}	Check Out Status	vi path	Check Out Status
{LV.Application}	CheckFileIsVI	VIPath	IsVI?
{LV.Application}	Checkout Mod Dates	vi path	user mod date; orig mod date; disk mod date
{LV.Application}	Clipboard.Empty		
{LV.Application}	Clipboard.Get Image	image depth	image; colors; bounds
{LV.Application}	Compare Types	Type Desc 1; Type Desc 2; Options	Compare Types
{LV.Application}	Compare VIs	VI 1; VI 2; interactive?; VI attributes?; FP?; FP pos/size?; BD?; BD cosmetic?; BD pos/size?	same?; description
{LV.Application}	Compile VIs Needing Compilation		
{LV.Application}	Conn Responsive.Check		
{LV.Application}	Conn Responsive.Info	PingDelay; PingTimeout	PrevPingDelay; PrevPingTimeout
{LV.Application}	Convert Function Panel	Function Panel Path; Function Panel Path; Destination LLB Path; Destination LLB Path	Convert Function Panel
{LV.Application}	Convert Type and Data	To LV 4.x; Type Descriptor In; Flat Data In	Type Descriptor Out; Flat Data Out
{LV.Application}	Create LV Class Instance	Class ID	Create LV Class Instance
{LV.Application}	DNGetAsmFullName	asmPath	DNGetAsmStrongName
{LV.Application}	Data Color	Type Desc	Data Color
{LV.Application}	Disconnect From Slave		
{LV.Application}	Drop Control Or Function	Name	Drop Control Or Function
{LV.Application}	Get Class Operator	ClassID; OpName	GetClassOp; VIRef
{LV.Application}	Get Pal Menu Info	Pal Menu Name	Get Palette Menu Info
{LV.Application}	Get VI Desc	VI Path	VI Desc
{LV.Application}	Get VI Title	VI Path	VI Title
{LV.Application}	Get VI Version	path	GetVIVers; VI Path
{LV.Application}	History Since	vi path; date	History Since
{LV.Application}	Image Data To Byte Array	Image Data; Byte Array Format	Image Data To Byte Array
{LV.Application}	LVRTCheckDLLs	DLLs to Test	LVRT Check DLLs; DLL Load Results
{LV.Application}	LVRTSendAppFiles	LVRT Send App Files; Host File Path; Host File Path	
{LV.Application}	Mass Compile	Directory to Compile; Log File Path; Append to Log File; Number of VIs to Cache; Reload LVSBs	User Stopped
{LV.Application}	New LabVIEW Document	fileType; parentRef	
{LV.Application}	Open.VI From Buffer	Buffer; VI Path; Open Flags	VIRef
{LV.Application}	Print Function To HTML	Function; Function; HTML File Path; HTML File Path; Append?; Append?	
{LV.Application}	Print Function To Printer	Function; Format; Scale Panel?; Scale Diagram?; Page Headers?; Page Breaks?; Section Headers?	
{LV.Application}	Print Function To RTF	Function; Function; RTF File Path; RTF File Path; Append?; Append?; Format	
{LV.Application}	Print Function To Text	Function; Function; Text File Path	
{LV.Application}	Pwd.Clear Cache		
{LV.Application}	Query Internal Operation Tracking Data		QueryIntOperationTrackingData
{LV.Application}	RP.Client Network Load	beginTime	endTime; Netload
{LV.Application}	RP.Open Connection To Server	VIName; ServerAddr; ServerPort; RequestControl; SecureConn	
{LV.Application}	RP.Server Network Load	beginTime	endTime; NetLoad
{LV.Application}	Read Linker Info from File	paths to read; recursive?; newthing	Read Linker Info from File
{LV.Application}	Remote Panel Client Release Control	VIName; ServerAddress; ServerPort	
{LV.Application}	Remote Panel Client Request Control	VIName; ServerAddress; ServerPort	
{LV.Application}	Remote Panel Close Connection To Server	VIName; ClientAddress; ClientPort	
{LV.Application}	Remove Class Operator	Class ID; OpName	RemoveClassOp; VIRef
{LV.Application}	RemoveAllOp	OpName	RemoveAllOp
{LV.Application}	Resolve Symbolic Path	SymbolicPath	ActualPath
{LV.Application}	Set Class Operator	ClassID; OpName; VIRef	SetClassOp; oldVIRef
{LV.Application}	ShowIPTerms	Show; Flags	
{LV.Application}	SwitchExecTarget		
{LV.Application}	UI.Hilight Pal Menu Item	func name; Position	Hilite Pal Menu Item
{LV.Application}	Write Linker Info from File	files to change; new paths; old names	
{LV.ArrayConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ArrayConstant}	Delete		
{LV.ArrayConstant}	Discon Typedef		Discon Typedef
{LV.ArrayConstant}	GetProperty	Index	GetProperty
{LV.ArrayConstant}	GetPropertyCallData		GetPropertyCallData
{LV.ArrayConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ArrayConstant}	Move	position; owner; duplicate	
{LV.ArrayConstant}	ObjHighlight		
{LV.ArrayConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ArrayConstant}	Replace	Style; Path; PaletteString	Replace
{LV.ArrayConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ArrayConstant}	SetProperty	Index; Value	
{LV.ArrayConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ArrayConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ArrayConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ArrayConstant}	Update Typedef		Update Typedef
{LV.ArrayToCluster}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ArrayToCluster}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.ArrayToCluster}	Delete		
{LV.ArrayToCluster}	GetProperty	Index	GetProperty
{LV.ArrayToCluster}	GetPropertyCallData		GetPropertyCallData
{LV.ArrayToCluster}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ArrayToCluster}	Move	position; owner; duplicate	
{LV.ArrayToCluster}	ObjHighlight		
{LV.ArrayToCluster}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ArrayToCluster}	Replace	Style; Path; PaletteString	Replace
{LV.ArrayToCluster}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ArrayToCluster}	SetProperty	Index; Value	
{LV.ArrayToCluster}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ArrayToCluster}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ArrayToCluster}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Array}	AttachDataSocket	url; mode; enabled	
{LV.Array}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Array}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.Array}	Create Control Ref		Create Control Ref
{LV.Array}	Create Invoke Node		Create Invoke Node
{LV.Array}	Create Local		Create Local
{LV.Array}	Create Property Node		Create Property Node
{LV.Array}	Delete		
{LV.Array}	Discon Typedef		Discon Typedef
{LV.Array}	Get Image	image depth; bg color	image data
{LV.Array}	Get Term Image	image depth; background color	image data
{LV.Array}	GetProperty	Index	GetProperty
{LV.Array}	GetPropertyCallData		GetPropertyCallData
{LV.Array}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Array}	Move	position; owner; duplicate	
{LV.Array}	ObjHighlight		
{LV.Array}	Reinit To Dflt		
{LV.Array}	RemoveDataSocket		
{LV.Array}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Array}	Replace	Style; Path; PaletteString	Replace
{LV.Array}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Array}	SetProperty	Index; Value	
{LV.Array}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Array}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Array}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Array}	Update Typedef		Update Typedef
{LV.BooleanConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.BooleanConstant}	Delete		
{LV.BooleanConstant}	Discon Typedef		Discon Typedef
{LV.BooleanConstant}	GetProperty	Index	GetProperty
{LV.BooleanConstant}	GetPropertyCallData		GetPropertyCallData
{LV.BooleanConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.BooleanConstant}	Move	position; owner; duplicate	
{LV.BooleanConstant}	ObjHighlight		
{LV.BooleanConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.BooleanConstant}	Replace	Style; Path; PaletteString	Replace
{LV.BooleanConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.BooleanConstant}	SetProperty	Index; Value	
{LV.BooleanConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.BooleanConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.BooleanConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.BooleanConstant}	Update Typedef		Update Typedef
{LV.Boolean}	AttachDataSocket	url; mode; enabled	
{LV.Boolean}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Boolean}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.Boolean}	Create Control Ref		Create Control Ref
{LV.Boolean}	Create Invoke Node		Create Invoke Node
{LV.Boolean}	Create Local		Create Local
{LV.Boolean}	Create Property Node		Create Property Node
{LV.Boolean}	Delete		
{LV.Boolean}	Discon Typedef		Discon Typedef
{LV.Boolean}	Get Image	image depth; bg color	image data
{LV.Boolean}	Get Term Image	image depth; background color	image data
{LV.Boolean}	GetProperty	Index	GetProperty
{LV.Boolean}	GetPropertyCallData		GetPropertyCallData
{LV.Boolean}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Boolean}	Move	position; owner; duplicate	
{LV.Boolean}	ObjHighlight		
{LV.Boolean}	Reinit To Dflt		
{LV.Boolean}	RemoveDataSocket		
{LV.Boolean}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Boolean}	Replace	Style; Path; PaletteString	Replace
{LV.Boolean}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Boolean}	SetProperty	Index; Value	
{LV.Boolean}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Boolean}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Boolean}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Boolean}	Update Typedef		Update Typedef
{LV.BuildArray}	AddInputAfter	Index	AddInputAfter
{LV.BuildArray}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.BuildArray}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.BuildArray}	Delete		
{LV.BuildArray}	GetProperty	Index	GetProperty
{LV.BuildArray}	GetPropertyCallData		GetPropertyCallData
{LV.BuildArray}	GetTag	TagName	GetTag; Value; isPersistent
{LV.BuildArray}	Move	position; owner; duplicate	
{LV.BuildArray}	ObjHighlight		
{LV.BuildArray}	RemoveInput	Index	
{LV.BuildArray}	RemoveTag	TagName	RemoveTag; OldValue
{LV.BuildArray}	Replace	Style; Path; PaletteString	Replace
{LV.BuildArray}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.BuildArray}	Resize	bounds	
{LV.BuildArray}	SetProperty	Index; Value	
{LV.BuildArray}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.BuildArray}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.BuildArray}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.BuildClusterArray}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.BuildClusterArray}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.BuildClusterArray}	Delete		
{LV.BuildClusterArray}	GetProperty	Index	GetProperty
{LV.BuildClusterArray}	GetPropertyCallData		GetPropertyCallData
{LV.BuildClusterArray}	GetTag	TagName	GetTag; Value; isPersistent
{LV.BuildClusterArray}	Move	position; owner; duplicate	
{LV.BuildClusterArray}	ObjHighlight		
{LV.BuildClusterArray}	RemoveTag	TagName	RemoveTag; OldValue
{LV.BuildClusterArray}	Replace	Style; Path; PaletteString	Replace
{LV.BuildClusterArray}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.BuildClusterArray}	Resize	bounds	
{LV.BuildClusterArray}	SetProperty	Index; Value	
{LV.BuildClusterArray}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.BuildClusterArray}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.BuildClusterArray}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Bundler}	AddInputAfter	Index	AddInputAfter
{LV.Bundler}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Bundler}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.Bundler}	Delete		
{LV.Bundler}	GetProperty	Index	GetProperty
{LV.Bundler}	GetPropertyCallData		GetPropertyCallData
{LV.Bundler}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Bundler}	Move	position; owner; duplicate	
{LV.Bundler}	ObjHighlight		
{LV.Bundler}	RemoveInput	Index	
{LV.Bundler}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Bundler}	Replace	Style; Path; PaletteString	Replace
{LV.Bundler}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Bundler}	Resize	bounds	
{LV.Bundler}	SetProperty	Index; Value	
{LV.Bundler}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Bundler}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Bundler}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.CIN}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.CIN}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.CIN}	Create C File	Path	
{LV.CIN}	Delete		
{LV.CIN}	GetProperty	Index	GetProperty
{LV.CIN}	GetPropertyCallData		GetPropertyCallData
{LV.CIN}	GetTag	TagName	GetTag; Value; isPersistent
{LV.CIN}	Load Code Resource	Path	
{LV.CIN}	Move	position; owner; duplicate	
{LV.CIN}	ObjHighlight		
{LV.CIN}	RemoveTag	TagName	RemoveTag; OldValue
{LV.CIN}	Replace	Style; Path; PaletteString	Replace
{LV.CIN}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.CIN}	Resize	bounds	
{LV.CIN}	SetProperty	Index; Value	
{LV.CIN}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.CIN}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.CIN}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.CallByRef}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.CallByRef}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.CallByRef}	Delete		
{LV.CallByRef}	GetProperty	Index	GetProperty
{LV.CallByRef}	GetPropertyCallData		GetPropertyCallData
{LV.CallByRef}	GetTag	TagName	GetTag; Value; isPersistent
{LV.CallByRef}	Move	position; owner; duplicate	
{LV.CallByRef}	ObjHighlight		
{LV.CallByRef}	RemoveTag	TagName	RemoveTag; OldValue
{LV.CallByRef}	Replace	Style; Path; PaletteString	Replace
{LV.CallByRef}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.CallByRef}	SetProperty	Index; Value	
{LV.CallByRef}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.CallByRef}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.CallByRef}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.CallLibrary}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.CallLibrary}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.CallLibrary}	Delete		
{LV.CallLibrary}	GetProperty	Index	GetProperty
{LV.CallLibrary}	GetPropertyCallData		GetPropertyCallData
{LV.CallLibrary}	GetTag	TagName	GetTag; Value; isPersistent
{LV.CallLibrary}	Move	position; owner; duplicate	
{LV.CallLibrary}	ObjHighlight		
{LV.CallLibrary}	Prototype	typedefs?	Proto; W/ TDefs
{LV.CallLibrary}	RemoveTag	TagName	RemoveTag; OldValue
{LV.CallLibrary}	Replace	Style; Path; PaletteString	Replace
{LV.CallLibrary}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.CallLibrary}	Resize	bounds	
{LV.CallLibrary}	SetProperty	Index; Value	
{LV.CallLibrary}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.CallLibrary}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.CallLibrary}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.CaseStructure}	Add Frame	Reference Frame Index; After? (T)	Add Frame
{LV.CaseStructure}	Auto Size		
{LV.CaseStructure}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.CaseStructure}	Connect Wires	Wire Source; Auto Wire? (T); Wiring Specs; Auto Route? (F)	
{LV.CaseStructure}	Delete		
{LV.CaseStructure}	Duplicate Frame	Frame Index	Duplicate Frame
{LV.CaseStructure}	GetProperty	Index	GetProperty
{LV.CaseStructure}	GetPropertyCallData		GetPropertyCallData
{LV.CaseStructure}	GetTag	TagName	GetTag; Value; isPersistent
{LV.CaseStructure}	Move	position; owner; duplicate	
{LV.CaseStructure}	ObjHighlight		
{LV.CaseStructure}	Remove Empty Cases		
{LV.CaseStructure}	Remove Frame	Frame Index	
{LV.CaseStructure}	Remove Structure		
{LV.CaseStructure}	RemoveCase	case	
{LV.CaseStructure}	RemoveDefault		
{LV.CaseStructure}	RemoveTag	TagName	RemoveTag; OldValue
{LV.CaseStructure}	Replace	Style; Path; PaletteString	Replace
{LV.CaseStructure}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.CaseStructure}	SetDefaultCase	Index	
{LV.CaseStructure}	SetProperty	Index; Value	
{LV.CaseStructure}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.CaseStructure}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.CaseStructure}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ClassSpecifierConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ClassSpecifierConstant}	Delete		
{LV.ClassSpecifierConstant}	Discon Typedef		Discon Typedef
{LV.ClassSpecifierConstant}	GetProperty	Index	GetProperty
{LV.ClassSpecifierConstant}	GetPropertyCallData		GetPropertyCallData
{LV.ClassSpecifierConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ClassSpecifierConstant}	Move	position; owner; duplicate	
{LV.ClassSpecifierConstant}	ObjHighlight		
{LV.ClassSpecifierConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ClassSpecifierConstant}	Replace	Style; Path; PaletteString	Replace
{LV.ClassSpecifierConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ClassSpecifierConstant}	SetProperty	Index; Value	
{LV.ClassSpecifierConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ClassSpecifierConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ClassSpecifierConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ClassSpecifierConstant}	Update Typedef		Update Typedef
{LV.ClusterConstant}	Auto Size		
{LV.ClusterConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ClusterConstant}	Delete		
{LV.ClusterConstant}	Discon Typedef		Discon Typedef
{LV.ClusterConstant}	GetProperty	Index	GetProperty
{LV.ClusterConstant}	GetPropertyCallData		GetPropertyCallData
{LV.ClusterConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ClusterConstant}	Move	position; owner; duplicate	
{LV.ClusterConstant}	ObjHighlight		
{LV.ClusterConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ClusterConstant}	Replace	Style; Path; PaletteString	Replace
{LV.ClusterConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ClusterConstant}	SetProperty	Index; Value	
{LV.ClusterConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.ClusterConstant}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.ClusterConstant}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.ClusterConstant}	Update Typedef		Update Typedef
{LV.Cluster}	AttachDataSocket	url; mode; enabled	
{LV.Cluster}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.Cluster}	CpyWizTmpl	TmplPath; WizID; Select	CpyWizTmpl
{LV.Cluster}	Create Control Ref		Create Control Ref
{LV.Cluster}	Create Invoke Node		Create Invoke Node
{LV.Cluster}	Create Local		Create Local
{LV.Cluster}	Create Property Node		Create Property Node
{LV.Cluster}	Delete		
{LV.Cluster}	Discon Typedef		Discon Typedef
{LV.Cluster}	Get Image	image depth; bg color	image data
{LV.Cluster}	Get Term Image	image depth; background color	image data
{LV.Cluster}	GetProperty	Index	GetProperty
{LV.Cluster}	GetPropertyCallData		GetPropertyCallData
{LV.Cluster}	GetTag	TagName	GetTag; Value; isPersistent
{LV.Cluster}	Move	position; owner; duplicate	
{LV.Cluster}	ObjHighlight		
{LV.Cluster}	Reinit To Dflt		
{LV.Cluster}	RemoveDataSocket		
{LV.Cluster}	RemoveTag	TagName	RemoveTag; OldValue
{LV.Cluster}	Replace	Style; Path; PaletteString	Replace
{LV.Cluster}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.Cluster}	Set Cluster Order	Element Refs	
{LV.Cluster}	SetProperty	Index; Value	
{LV.Cluster}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
{LV.Cluster}	SetTagPersistance	TagName; isPersistent	SetTagPersistence
{LV.Cluster}	Traverse	OpName; ContextData; TraverseAll	Traverse; ContextData
{LV.Cluster}	Update Typedef		Update Typedef
{LV.ColorBoxConstant}	CallClassOp	OpName; ContextDataIn	CallClassOp; ContextDataIn
{LV.ColorBoxConstant}	Delete		
{LV.ColorBoxConstant}	Discon Typedef		Discon Typedef
{LV.ColorBoxConstant}	GetProperty	Index	GetProperty
{LV.ColorBoxConstant}	GetPropertyCallData		GetPropertyCallData
{LV.ColorBoxConstant}	GetTag	TagName	GetTag; Value; isPersistent
{LV.ColorBoxConstant}	Move	position; owner; duplicate	
{LV.ColorBoxConstant}	ObjHighlight		
{LV.ColorBoxConstant}	RemoveTag	TagName	RemoveTag; OldValue
{LV.ColorBoxConstant}	Replace	Style; Path; PaletteString	Replace
{LV.ColorBoxConstant}	Replace No Attrib	Param 0; Param 1; PaletteString	RepNoAttrib
{LV.ColorBoxConstant}	SetProperty	Index; Value	
{LV.ColorBoxConstant}	SetTag	TagName; Value; isPersistent	SetTag; OldValue
